atr_bpn_id,NIK,asset_type,certificate_type,certificate_number,provinsi,kota,kecamatan,kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,nilai_tanah_total,nilai_bangunan_total,total_collateral_value,ownership_match
ATR001409,3171016910711409,Ruko,SHM,53633/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,313.8,381.2,8620000,3420000,2704956000,1303704000,4008660000,Ya
ATR001410,3275016608691410,Ruko,SHM,45666/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,111.7,67.5,42920000,6550000,4794164000,442125000,5236289000,Ya
ATR001411,3671015111691411,Ruko,SHM,34296/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,81.5,49.3,31010000,5720000,2527315000,281996000,2809311000,Ya
ATR001412,3671010212841412,Ruko,HGB,69454/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,248.8,229.4,8369999,3310000,2082456000,759314000,2841770000,Ya
ATR001413,3171012705671413,Ruko,HGB,58515/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,165.2,174.3,6840000,3460000,1129968000,603078000,1733046000,Ya
ATR001414,3671014909851414,Ruko,HGB,57546/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,244.8,136.6,10870000,3480000,2660976000,475368000,3136344000,Ya
ATR001415,3271013009001415,Ruko,SHM,87063/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,333.1,316.3,9110000,3770000,3034541000,1192451000,4226992000,Ya
ATR001416,3276017010731416,Rumah,HGB,20956/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,335.0,246.5,7150000,3650000,2395250000,899725000,3294975000,Ya
ATR001417,3276012411751417,Rumah,HGB,78111/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,162.9,141.3,49290000,6770000,8029341000,956601000,8985942000,Ya
ATR001418,3271011401971418,Ruko,SHM,41628/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,284.9,348.3,23750000,4870000,6766375000,1696221000,8462596000,Ya
ATR001419,3174014605821419,Tanah,HGB,65866/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,340.1,0.0,24360000,4870000,8284836000,0,8284836000,Ya
ATR001420,3174012506031420,Tanah,HGB,93423/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,208.8,0.0,16550000,4220000,3455640000,0,3455640000,Ya
ATR001421,3276010507771421,Ruko,SHM,59179/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,85.7,99.6,27390000,5660000,2347323000,563736000,2911059000,Ya
ATR001422,3276015503851422,Tanah,HGB,38800/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,174.7,0.0,23680000,6030000,4136896000,0,4136896000,Ya
ATR001423,3671016301011423,Rumah,HGB,31615/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,216.3,146.8,31640000,5240000,6843732000,769232000,7612964000,Ya
ATR001424,3175010209021424,Ruko,HGB,79230/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,251.5,315.6,7660000,3320000,1926490000,1047792000,2974282000,Ya
ATR001425,3171016204021425,Ruko,HGB,29520/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,118.2,69.8,30630000,6100000,3620466000,425780000,4046246000,Ya
ATR001426,3671010805661426,Tanah,HGB,24605/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,398.2,0.0,7900000,2970000,3145780000,0,3145780000,Tidak
ATR001427,3174010209651427,Ruko,HGB,24621/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,198.7,145.0,9160000,3580000,1820092000,519100000,2339192000,Ya
ATR001428,3174014405661428,Rumah,SHM,62075/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,60.5,52.0,49550000,6130000,2997775000,318760000,3316535000,Tidak
ATR001429,3275014207971429,Tanah,HGB,17560/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,157.5,0.0,42040000,5390000,6621300000,0,6621300000,Ya
ATR001430,3671017009731430,Ruko,HGB,25520/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,157.0,178.1,30290000,6060000,4755530000,1079286000,5834816000,Ya
ATR001431,3276012702651431,Rumah,HGB,68073/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,359.6,274.2,48610000,7220000,17480156000,1979724000,19459880000,Ya
ATR001432,3173010106841432,Ruko,SHM,87912/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,116.0,97.9,9360000,4070000,1085760000,398453000,1484213000,Ya
ATR001433,3671014108961433,Gudang,HGB,68086/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,396.4,215.6,7170000,3380000,2842188000,728728000,3570916000,Ya
ATR001434,3671016306811434,Ruko,HGB,98224/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,167.4,181.4,50060000,6790000,8380044000,1231706000,9611750000,Ya
ATR001435,3671015703001435,Rumah,HGB,90725/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,349.2,328.4,49400000,5650000,17250480000,1855460000,19105940000,Ya
ATR001436,3674010702731436,Ruko,SHM,29605/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,167.8,146.6,9360000,4330000,1570608000,634778000,2205386000,Ya
ATR001437,3173012106961437,Tanah,HGB,80917/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,93.3,0.0,12100000,3470000,1128930000,0,1128930000,Ya
ATR001438,3671013103711438,Rumah,HGB,69286/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,134.6,117.3,11760000,4360000,1582896000,511428000,2094324000,Ya
ATR001439,3171016611861439,Rumah,SHM,43549/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,204.9,157.2,7090000,3680000,1452741000,578496000,2031237000,Ya
ATR001440,3171012804711440,Rumah,HGB,79603/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,64.4,73.2,11920000,3560000,767648000,260592000,1028240000,Ya
ATR001441,3172015907801441,Rumah,HGB,33195/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,377.1,447.8,8500000,3580000,3205350000,1603124000,4808474000,Ya
ATR001442,3275011111961442,Gudang,SHM,40714/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,391.6,498.4,7770000,3940000,3042732000,1963696000,5006428000,Ya
ATR001443,3171015002021443,Ruko,SHM,84695/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,132.6,138.0,27200000,6210000,3606720000,856980000,4463700000,Ya
ATR001444,3173014205881444,Tanah,HGB,43730/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,233.9,0.0,9570000,4040000,2238423000,0,2238423000,Ya
ATR001445,3275010708861445,Ruko,HGB,12091/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,184.7,183.8,6280000,3880000,1159916000,713144000,1873060000,Ya
ATR001446,3275011308011446,Ruko,SHM,38322/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,116.8,69.7,48160000,7300000,5625088000,508810000,6133898000,Ya
ATR001447,3171016012661447,Rumah,SHM,96228/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,201.5,173.1,8240000,3140000,1660360000,543534000,2203894000,Ya
ATR001448,3671015408871448,Tanah,HGB,60050/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,376.7,0.0,33680000,5960000,12687256000,0,12687256000,Ya
ATR001449,3671015906031449,Ruko,SHM,46310/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,171.2,171.6,7930000,4040000,1357616000,693264000,2050880000,Ya
ATR001450,3671010904861450,Rumah,SHM,48505/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,84.4,103.6,31850000,4800000,2688140000,497280000,3185420000,Ya
ATR001451,3671011312741451,Rumah,SHM,93979/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,163.1,132.8,7230000,3680000,1179213000,488704000,1667917000,Tidak
ATR001452,3275015303831452,Rumah,HGB,52736/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,231.0,130.8,22790000,4760000,5264490000,622608000,5887098000,Ya
ATR001453,3671015807891453,Ruko,SHM,97020/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,207.8,136.0,40830000,6480000,8484474000,881280000,9365754000,Ya
ATR001454,3674017105771454,Ruko,HGB,84718/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,320.9,213.3,11360000,3960000,3645424000,844668000,4490092000,Tidak
ATR001455,3671015609971455,Ruko,HGB,80606/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,376.8,250.8,9570000,3400000,3605976000,852720000,4458696000,Ya
ATR001456,3671016406751456,Ruko,SHM,95676/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,216.6,264.4,33870000,5310000,7336242000,1403964000,8740206000,Ya
ATR001457,3671010508951457,Rumah,SHM,41628/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,364.7,417.7,25530000,5200000,9310791000,2172040000,11482831000,Ya
ATR001458,3671011508951458,Ruko,SHM,13451/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,138.1,91.1,6890000,3750000,951509000,341625000,1293134000,Ya
ATR001459,3275011707681459,Gudang,SHM,49828/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,77.8,53.3,17450000,4640000,1357610000,247312000,1604922000,Ya
ATR001460,3275016608841460,Ruko,HGB,88436/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,201.5,258.4,9100000,3480000,1833650000,899232000,2732882000,Ya
ATR001461,3671015911931461,Tanah,HGB,99437/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,118.7,0.0,15420000,4720000,1830354000,0,1830354000,Ya
ATR001462,3171015512951462,Tanah,SHM,89278/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,200.1,0.0,10170000,3110000,2035017000,0,2035017000,Ya
ATR001463,3671015302931463,Ruko,SHM,74816/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,252.4,250.5,18960000,4850000,4785504000,1214925000,6000429000,Ya
ATR001464,3671012907711464,Ruko,SHM,92047/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,297.3,300.4,8520000,3160000,2532996000,949264000,3482260000,Ya
ATR001465,3275012204681465,Ruko,SHM,66887/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,103.8,130.6,29780000,5200000,3091164000,679120000,3770284000,Ya
ATR001466,3171015509941466,Ruko,SHM,91740/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,229.3,171.5,9840000,4000000,2256312000,686000000,2942312000,Ya
ATR001467,3276016912791467,Ruko,HGB,98887/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,76.0,72.4,12950000,3560000,984200000,257744000,1241944000,Ya
ATR001468,3173016803731468,Ruko,SHM,48207/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,360.0,185.8,48410000,5950000,17427600000,1105510000,18533110000,Ya
ATR001469,3271012605031469,Ruko,HGB,93713/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,62.4,72.1,23950000,5260000,1494480000,379246000,1873726000,Ya
ATR001470,3671016411871470,Ruko,HGB,22585/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,298.9,378.0,10090000,3690000,3015901000,1394820000,4410721000,Tidak
ATR001471,3671011908771471,Rumah,HGB,99762/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,278.3,205.5,48840000,7170000,13592172000,1473435000,15065607000,Ya
ATR001472,3671012512781472,Ruko,HGB,31389/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,284.6,249.5,36390000,6180000,10356594000,1541910000,11898504000,Ya
ATR001473,3276012706681473,Rumah,HGB,16573/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,200.5,187.9,27460000,5910000,5505730000,1110489000,6616219000,Ya
ATR001474,3171010601971474,Gudang,HGB,78010/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,322.2,171.1,8170000,3640000,2632374000,622804000,3255178000,Ya
ATR001475,3172011209901475,Ruko,HGB,98911/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,343.9,403.7,8470000,3720000,2912833000,1501764000,4414597000,Ya
ATR001476,3271014709891476,Rumah,HGB,73507/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,113.5,59.6,31750000,5070000,3603625000,302172000,3905797000,Ya
ATR001477,3174017008981477,Gudang,HGB,73460/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,88.3,109.7,7680000,3570000,678144000,391629000,1069773000,Ya
ATR001478,3276011901011478,Rumah,SHM,14388/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,177.5,177.0,15510000,4080000,2753025000,722160000,3475185000,Ya
ATR001479,3172010408741479,Tanah,SHM,57906/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,320.7,0.0,21010000,4820000,6737907000,0,6737907000,Ya
ATR001480,3674014407771480,Ruko,HGB,22106/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,60.1,41.6,27370000,5090000,1644937000,211744000,1856681000,Ya
ATR001481,3671010201981481,Rumah,HGB,33340/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,155.1,101.3,8510000,3990000,1319901000,404187000,1724088000,Ya
ATR001482,3173010505871482,Ruko,HGB,93056/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,86.7,68.1,42970000,6090000,3725499000,414729000,4140228000,Ya
ATR001483,3271014410821483,Rumah,SHM,89956/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,386.3,438.1,8760000,3590000,3383988000,1572779000,4956767000,Ya
ATR001484,3172014602891484,Ruko,HGB,76329/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,394.7,318.4,14330000,4410000,5656051000,1404144000,7060195000,Ya
ATR001485,3275011008031485,Tanah,HGB,19867/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,259.2,0.0,12310000,3930000,3190752000,0,3190752000,Ya
ATR001486,3276010810711486,Tanah,SHM,27863/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,150.1,0.0,7380000,3440000,1107738000,0,1107738000,Ya
ATR001487,3674016808851487,Tanah,HGB,91626/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,326.6,0.0,7750000,3760000,2531150000,0,2531150000,Ya
ATR001488,3271014812991488,Gudang,HGB,73743/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,377.1,304.1,42750000,5140000,16121025000,1563074000,17684099000,Ya
ATR001489,3671010306801489,Tanah,HGB,85661/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,225.6,0.0,7790000,3430000,1757424000,0,1757424000,Ya
ATR001490,3175010408711490,Ruko,SHM,65396/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,224.5,200.3,22150000,5670000,4972675000,1135701000,6108376000,Ya
ATR001491,3172015902031491,Tanah,HGB,58592/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,365.9,0.0,13480000,4530000,4932332000,0,4932332000,Ya
ATR001492,3671012410011492,Tanah,HGB,43563/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,290.2,0.0,17340000,3740000,5032068000,0,5032068000,Ya
ATR001493,3671010409851493,Ruko,SHM,41593/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,71.7,64.4,8070000,3260000,578619000,209944000,788563000,Ya
ATR001494,3671012406681494,Ruko,SHM,25822/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,207.0,206.7,10470000,4000000,2167290000,826800000,2994090000,Ya
ATR001495,3671015212951495,Ruko,HGB,72559/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,255.2,257.7,27460000,5680000,7007792000,1463736000,8471528000,Ya
ATR001496,3271012504901496,Ruko,SHM,98106/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,320.1,270.9,7960000,3760000,2547996000,1018584000,3566580000,Ya
ATR001497,3175016310771497,Ruko,SHM,37619/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,282.4,281.0,8490000,3330000,2397576000,935730000,3333306000,Ya
ATR001498,3276017006791498,Ruko,HGB,58288/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,373.9,393.1,7990000,3450000,2987461000,1356195000,4343656000,Ya
ATR001499,3171010407811499,Tanah,SHM,71676/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,344.1,0.0,18990000,4600000,6534459000,0,6534459000,Ya
ATR001500,3275010307781500,Tanah,SHM,89926/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,63.1,0.0,8189999,4320000,516789000,0,516789000,Ya
ATR001501,3671014705661501,Tanah,HGB,51892/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,149.0,0.0,6090000,2920000,907410000,0,907410000,Ya
ATR001502,3271014701721502,Ruko,SHM,99316/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,359.7,299.5,19190000,5060000,6902643000,1515470000,8418113000,Ya
ATR001503,3671014803671503,Tanah,SHM,42914/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,125.0,0.0,22110000,5610000,2763750000,0,2763750000,Ya
ATR001504,3171015312841504,Tanah,SHM,84571/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,82.4,0.0,42310000,6130000,3486344000,0,3486344000,Ya
ATR001505,3174010207771505,Ruko,HGB,85511/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,101.6,94.2,10020000,3700000,1018032000,348540000,1366572000,Ya
ATR001506,3275011908661506,Rumah,HGB,31729/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,84.0,60.7,9470000,4310000,795480000,261617000,1057097000,Ya
ATR001507,3174014102841507,Tanah,SHM,39188/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,216.7,0.0,9460000,3240000,2049982000,0,2049982000,Ya
ATR001508,3174016011731508,Tanah,HGB,43951/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,311.1,0.0,9990000,3940000,3107889000,0,3107889000,Ya
ATR001509,3671010403001509,Ruko,SHM,49953/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,102.9,129.3,24020000,5740000,2471658000,742182000,3213840000,Ya
ATR001510,3173010603751510,Tanah,HGB,15461/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,377.4,0.0,12790000,4300000,4826946000,0,4826946000,Ya
ATR001511,3173016402841511,Ruko,SHM,78077/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,210.6,209.4,7570000,3000000,1594242000,628200000,2222442000,Tidak
ATR001512,3674010605001512,Tanah,HGB,78362/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,362.7,0.0,7450000,3950000,2702115000,0,2702115000,Ya
ATR001513,3275016111801513,Ruko,SHM,69219/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,217.0,163.1,8710000,3850000,1890070000,627935000,2518005000,Ya
ATR001514,3674016612731514,Ruko,SHM,92580/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,273.9,290.2,29770000,4760000,8154003000,1381352000,9535355000,Ya
ATR001515,3671012206931515,Ruko,HGB,38519/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,215.8,153.2,8300000,3780000,1791140000,579096000,2370236000,Ya
ATR001516,3674012607671516,Tanah,SHM,58128/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,188.6,0.0,8600000,3160000,1621960000,0,1621960000,Ya
ATR001517,3172012806671517,Rumah,SHM,64796/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,397.2,443.4,8220000,3800000,3264984000,1684920000,4949904000,Ya
ATR001518,3275012104941518,Ruko,SHM,63578/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,199.3,224.0,43250000,5510000,8619725000,1234240000,9853965000,Ya
ATR001519,3671011404751519,Rumah,SHM,18325/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,261.5,210.2,8500000,3710000,2222750000,779842000,3002592000,Ya
ATR001520,3275010811001520,Rumah,SHM,93350/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,225.4,203.7,27090000,6020000,6106086000,1226274000,7332360000,Ya
ATR001521,3671012010791521,Ruko,SHM,49418/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,104.6,116.4,9600000,4080000,1004160000,474912000,1479072000,Ya
ATR001522,3276015409671522,Ruko,HGB,68173/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,106.1,97.1,48610000,7350000,5157521000,713685000,5871206000,Ya
ATR001523,3275010602711523,Gudang,HGB,81410/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,145.9,120.4,6750000,3700000,984825000,445480000,1430305000,Ya
ATR001524,3671015903831524,Ruko,HGB,37727/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,118.1,84.3,12030000,3580000,1420743000,301794000,1722537000,Ya
ATR001525,3671014112701525,Tanah,HGB,87347/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,252.4,0.0,7450000,3850000,1880380000,0,1880380000,Ya
ATR001526,3671016104931526,Rumah,SHM,78814/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,381.7,265.6,6670000,3200000,2545939000,849920000,3395859000,Ya
ATR001527,3671012402731527,Ruko,HGB,42528/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,390.5,463.7,24720000,6240000,9653160000,2893488000,12546648000,Ya
ATR001528,3674012003771528,Tanah,SHM,33047/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,63.2,0.0,11790000,3460000,745128000,0,745128000,Ya
ATR001529,3674012609781529,Ruko,SHM,96371/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,175.1,153.9,41360000,6660000,7242136000,1024974000,8267110000,Ya
ATR001530,3276016004821530,Ruko,HGB,69362/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,207.6,239.9,8970000,3190000,1862172000,765281000,2627453000,Ya
ATR001531,3173014812731531,Ruko,HGB,60976/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,156.7,84.2,9460000,4210000,1482382000,354482000,1836864000,Ya
ATR001532,3671014103711532,Ruko,HGB,24912/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,336.2,397.6,17990000,3900000,6048238000,1550640000,7598878000,Ya
ATR001533,3171012409881533,Ruko,HGB,30275/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,169.0,159.2,15570000,3880000,2631330000,617696000,3249026000,Ya
ATR001534,3671015006921534,Tanah,SHM,46782/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,211.1,0.0,16680000,4080000,3521148000,0,3521148000,Ya
ATR001535,3271016803001535,Ruko,HGB,27237/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,60.1,68.8,8740000,3450000,525274000,237360000,762634000,Ya
ATR001536,3276015610901536,Ruko,HGB,25993/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,224.9,176.3,7100000,3870000,1596790000,682281000,2279071000,Ya
ATR001537,3172014606971537,Rumah,HGB,19852/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,68.0,57.4,13350000,3760000,907800000,215824000,1123624000,Ya
ATR001538,3671011610701538,Ruko,HGB,15814/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,317.9,313.1,9190000,3120000,2921501000,976872000,3898373000,Ya
ATR001539,3671015508811539,Ruko,SHM,89326/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,271.7,181.0,10010000,3850000,2719717000,696850000,3416567000,Ya
ATR001540,3271015102821540,Rumah,SHM,60375/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,382.5,449.0,17070000,3670000,6529275000,1647830000,8177105000,Ya
ATR001541,3171010212971541,Tanah,SHM,90786/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,227.5,0.0,10780000,4570000,2452450000,0,2452450000,Ya
ATR001542,3275016509901542,Tanah,SHM,86312/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,225.7,0.0,38370000,6250000,8660109000,0,8660109000,Ya
ATR001543,3174017012741543,Gudang,HGB,11928/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,206.3,148.5,13400000,3450000,2764420000,512325000,3276745000,Ya
ATR001544,3175011007851544,Ruko,HGB,76433/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,343.2,253.3,27170000,4470000,9324744000,1132251000,10456995000,Tidak
ATR001545,3674016001001545,Ruko,SHM,17501/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,239.0,177.5,8630000,3310000,2062570000,587525000,2650095000,Tidak
ATR001546,3173012708841546,Rumah,SHM,93096/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,73.4,75.2,21620000,5670000,1586908000,426384000,2013292000,Ya
ATR001547,3671010802671547,Rumah,HGB,95372/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,240.9,213.4,29700000,4790000,7154730000,1022186000,8176916000,Ya
ATR001548,3671014412731548,Gudang,HGB,92123/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,133.0,145.0,9070000,3880000,1206310000,562600000,1768910000,Ya
