slik_record_id,NIK,inquiry_date,bank_name,loan_type,plafond,outstanding_balance,installment_amount,tenor_month,collectability,collectability_label
SLK002662,3173016502671785,2025-06-04,Bank BRI,KMK,50000000,33793056,890277,60,1,Lancar
SLK002663,3172014606721786,2026-01-11,Bank OCBC NISP,KK,50000000,15127405,4438981,12,1,Lancar
SLK002664,3172014606721786,2026-05-24,Bank Mandiri,KK,50000000,41751667,4686121,12,1,Lancar
SLK002665,3671010605901787,2025-05-28,Bank Panin,KI,100000000,58953132,8842668,12,1,Lancar
SLK002666,3671010605901787,2024-06-24,Bank Mandiri,KK,200000000,175361874,9541123,24,5,Macet
SLK002667,3671010605901787,2026-04-27,Bank BRI,KPR,500000000,141069059,9205823,60,1,Lancar
SLK002668,3671014604971788,2024-06-30,Bank BCA,KMK,200000000,166048908,17460151,12,1,Lancar
SLK002669,3671014604971788,2025-10-24,BPR Mitra Usaha,KPR,300000000,81181446,14002290,24,1,Lancar
SLK002670,3172012105701789,2026-02-24,Bank BRI,KI,25000000,7095955,1154092,24,1,Lancar
SLK002671,3172012105701789,2025-10-12,Bank Danamon,KPR,100000000,83939728,9125157,12,1,Lancar
SLK002672,3276015810931790,2025-05-17,BPR Mitra Usaha,KMK,75000000,16884740,6986180,12,2,Dalam Perhatian Khusus (DPK)
SLK002673,3276015810931790,2024-08-04,Bank Mandiri,KI,150000000,54473658,4430959,36,1,Lancar
SLK002674,3671015905781791,2025-05-16,BPR Mitra Usaha,KI,200000000,136562153,6244342,36,1,Lancar
SLK002675,3671015905781791,2025-08-24,BPR Mitra Usaha,KMK,300000000,90413761,14180744,24,1,Lancar
SLK002676,3174011203731792,2024-06-20,Bank Danamon,KMK,75000000,51436291,1671196,48,1,Lancar
SLK002677,3276010411811793,2024-01-24,Bank Mandiri,KI,200000000,185798152,5696733,36,1,Lancar
SLK002678,3172016607011794,2024-06-22,Bank OCBC NISP,KK,25000000,12336843,458804,60,1,Lancar
SLK002679,3172016607011794,2025-07-28,Bank BRI,KPR,25000000,20364942,457428,60,2,Dalam Perhatian Khusus (DPK)
SLK002680,3671011105871795,2026-05-07,Bank OCBC NISP,KK,500000000,118284287,43933247,12,3,Kurang Lancar
SLK002681,3671011105871795,2026-03-19,BPR Mitra Usaha,KK,50000000,32030324,4596295,12,1,Lancar
SLK002682,3674011103011796,2026-07-10,Bank Panin,KI,25000000,7520114,457121,60,1,Lancar
SLK002683,3674011103011796,2024-12-06,BPR Mitra Usaha,KPR,100000000,52827500,1746079,60,1,Lancar
SLK002684,3171017007981797,2026-08-08,Bank BNI,KI,300000000,152977796,6495880,48,4,Diragukan
SLK002685,3171017007981797,2025-03-17,Bank Mandiri,KI,150000000,110995818,6751059,24,1,Lancar
SLK002686,3171017007981797,2024-07-01,Bank BRI,KPR,200000000,162571145,9066748,24,1,Lancar
SLK002687,3674010504681798,2024-02-20,Bank Panin,KMK,150000000,92149473,4552412,36,1,Lancar
SLK002688,3671010812821799,2026-05-26,Bank OCBC NISP,KKB,200000000,40747057,17042474,12,1,Lancar
SLK002689,3671010812821799,2025-10-19,Bank Mandiri,KMK,50000000,26183116,2267761,24,1,Lancar
SLK002690,3276015203671800,2024-08-26,Bank OCBC NISP,KK,300000000,210979343,7063362,48,1,Lancar
SLK002691,3276015203671800,2024-04-16,Bank OCBC NISP,KMK,150000000,136966148,13761262,12,1,Lancar
SLK002692,3275012604661801,2026-03-16,Bank Danamon,KMK,500000000,193916679,10927052,48,1,Lancar
SLK002693,3275012604661801,2026-07-06,Bank Permata,KK,500000000,448777599,47788061,12,1,Lancar
SLK002694,3275012604661801,2024-12-01,Bank BRI,KPR,25000000,15683716,591164,48,2,Dalam Perhatian Khusus (DPK)
SLK002695,3671014604031802,2025-01-25,Bank Mandiri,KK,100000000,48833691,2312467,48,2,Dalam Perhatian Khusus (DPK)
SLK002696,3671015012701803,2025-06-06,Bank Panin,KK,50000000,29664998,1197186,48,1,Lancar
SLK002697,3671015012701803,2025-01-13,BPR Mitra Usaha,KI,200000000,121275295,18588268,12,1,Lancar
SLK002698,3276014107901805,2025-11-21,Bank Mandiri,KK,200000000,183795739,5829031,36,1,Lancar
SLK002699,3276014107901805,2024-11-30,Bank BCA,KPR,75000000,42060245,3557833,24,1,Lancar
SLK002700,3173015408921806,2024-03-27,Bank BRI,KI,200000000,179239228,4558694,48,1,Lancar
SLK002701,3173015408921806,2025-10-23,Bank Panin,KKB,300000000,175989724,6982633,48,1,Lancar
SLK002702,3674012207761807,2026-07-27,Bank Permata,KMK,75000000,38819527,1280830,60,1,Lancar
SLK002703,3174017004671808,2024-01-23,BPR Mitra Usaha,KK,25000000,13207970,550710,48,1,Lancar
SLK002704,3174017004671808,2025-09-30,Bank OCBC NISP,KPR,150000000,46336131,2553011,60,1,Lancar
SLK002705,3173016008981811,2025-08-14,Bank CIMB Niaga,KMK,300000000,95377740,9294973,36,1,Lancar
SLK002706,3173016008981811,2024-04-15,Bank OCBC NISP,KMK,500000000,453917303,15354834,36,1,Lancar
SLK002707,3173016008981811,2025-01-17,BPR Mitra Usaha,KMK,300000000,230301797,26913139,12,1,Lancar
SLK002708,3671010907681813,2024-08-28,Bank Permata,KPR,75000000,41925764,1698104,48,1,Lancar
SLK002709,3671010907681813,2026-05-02,Bank Panin,KKB,200000000,114893822,8562938,24,1,Lancar
SLK002710,3671011209971814,2024-09-11,Bank OCBC NISP,KI,25000000,10747957,769837,36,1,Lancar
SLK002711,3173010311011815,2025-12-14,Bank Danamon,KK,100000000,29908673,1839261,60,1,Lancar
SLK002712,3172016405771816,2025-11-20,Bank Mandiri,KMK,25000000,9602290,769971,36,2,Dalam Perhatian Khusus (DPK)
SLK002713,3276010106991817,2024-05-29,Bank Danamon,KK,500000000,228680220,8681440,60,1,Lancar
SLK002714,3276010106991817,2025-08-12,Bank Permata,KK,75000000,36428724,6542744,12,1,Lancar
SLK002715,3171016907821818,2024-10-12,Bank Panin,KI,50000000,19194205,4273482,12,1,Lancar
SLK002716,3674010612701819,2024-10-02,Bank BNI,KI,300000000,65536356,5171529,60,2,Dalam Perhatian Khusus (DPK)
SLK002717,3671016911661820,2025-07-31,Bank OCBC NISP,KK,100000000,43285867,8753658,12,1,Lancar
SLK002718,3171011505011821,2026-08-01,Bank Permata,KKB,500000000,267682534,23468311,24,1,Lancar
SLK002719,3171015007941822,2024-03-17,Bank Danamon,KPR,150000000,123240938,4546501,36,1,Lancar
SLK002720,3171015007941822,2026-08-20,Bank BRI,KK,300000000,211234968,25968276,12,1,Lancar
SLK002721,3172010602861823,2025-12-07,Bank Danamon,KK,300000000,248639380,6931106,48,1,Lancar
SLK002722,3172010602861823,2026-08-03,BPR Mitra Usaha,KPR,75000000,44706025,1759141,48,1,Lancar
SLK002723,3174012811841824,2026-04-02,Bank OCBC NISP,KMK,50000000,12560724,934297,60,1,Lancar
SLK002724,3174012811841824,2026-03-17,BPR Mitra Usaha,KPR,75000000,34877618,1661593,48,1,Lancar
SLK002725,3674014812701825,2025-03-25,Bank OCBC NISP,KMK,75000000,58888126,1425099,60,1,Lancar
SLK002726,3173015108751827,2024-02-15,Bank OCBC NISP,KMK,50000000,44019449,1181699,48,2,Dalam Perhatian Khusus (DPK)
SLK002727,3173015108751827,2025-09-06,Bank BCA,KMK,50000000,26654818,2164341,24,2,Dalam Perhatian Khusus (DPK)
SLK002728,3271012607021828,2024-08-25,Bank Danamon,KI,300000000,171421934,6555831,48,1,Lancar
SLK002729,3271012607021828,2024-08-12,Bank Permata,KI,200000000,41670636,5669798,36,2,Dalam Perhatian Khusus (DPK)
SLK002730,3271012607021828,2026-07-13,Bank Danamon,KK,25000000,14215854,2174131,12,4,Diragukan
SLK002731,3671010109931829,2024-06-01,Bank BCA,KKB,50000000,36083034,1160380,48,4,Diragukan
SLK002732,3671010109931829,2024-07-02,Bank BNI,KPR,200000000,49532819,3622965,60,5,Macet
SLK002733,3671016403961830,2024-01-12,Bank Danamon,KMK,25000000,14448091,433734,60,2,Dalam Perhatian Khusus (DPK)
SLK002734,3674013103781831,2025-01-16,Bank Danamon,KK,75000000,46337432,1680092,48,2,Dalam Perhatian Khusus (DPK)
SLK002735,3674013103781831,2026-01-08,Bank Panin,KKB,300000000,157838605,5575548,60,1,Lancar
SLK002736,3276015901881832,2025-03-06,Bank BNI,KMK,200000000,154366136,9006424,24,1,Lancar
SLK002737,3276015901881832,2025-11-05,Bank CIMB Niaga,KI,50000000,13684244,1145550,48,1,Lancar
SLK002738,3671015809771833,2025-07-08,Bank OCBC NISP,KMK,75000000,61868254,3505636,24,1,Lancar
SLK002739,3671015809771833,2025-01-19,Bank BCA,KMK,150000000,50177965,4459155,36,1,Lancar
SLK002740,3671010805671834,2024-12-17,Bank CIMB Niaga,KI,200000000,65388928,3408520,60,1,Lancar
SLK002741,3671010805671834,2026-05-28,Bank BCA,KMK,150000000,57835328,13026006,12,2,Dalam Perhatian Khusus (DPK)
SLK002742,3671010805671834,2026-05-14,Bank Panin,KK,50000000,20795904,942107,60,1,Lancar
SLK002743,3275013001851835,2025-09-27,Bank Danamon,KK,150000000,99311948,4491706,36,3,Kurang Lancar
SLK002744,3674014406671837,2024-09-19,BPR Mitra Usaha,KMK,200000000,84679673,3476485,60,1,Lancar
SLK002745,3674014406671837,2025-09-30,Bank BRI,KKB,500000000,325281334,9482378,60,3,Kurang Lancar
SLK002746,3674014406671837,2024-11-29,BPR Mitra Usaha,KPR,200000000,118505308,5913225,36,1,Lancar
SLK002747,3674010603911839,2024-04-30,Bank OCBC NISP,KI,75000000,38430031,3474248,24,1,Lancar
SLK002748,3674010603911839,2024-08-26,Bank Permata,KKB,75000000,29905017,3475889,24,1,Lancar
SLK002749,3671015901911840,2025-03-09,Bank CIMB Niaga,KK,300000000,235901481,28014852,12,4,Diragukan
SLK002750,3671015901911840,2024-05-02,Bank CIMB Niaga,KI,300000000,118956770,13878980,24,1,Lancar
SLK002751,3172016611761842,2024-03-31,Bank BNI,KKB,300000000,275569416,13748495,24,1,Lancar
SLK002752,3671015506791844,2026-07-11,Bank CIMB Niaga,KMK,500000000,154418119,9506768,60,1,Lancar
SLK002753,3276016511921845,2026-02-21,Bank Mandiri,KMK,500000000,391855610,8970694,60,1,Lancar
SLK002754,3275010612671846,2025-08-03,Bank Panin,KMK,150000000,92535902,2857666,60,1,Lancar
SLK002755,3275010612671846,2026-06-30,Bank BCA,KMK,150000000,118447339,6521365,24,1,Lancar
SLK002756,3275010612671846,2024-01-05,Bank Permata,KI,150000000,40420289,2780212,60,2,Dalam Perhatian Khusus (DPK)
SLK002757,3173014208671848,2025-07-22,Bank BRI,KI,25000000,19620180,1103032,24,1,Lancar
SLK002758,3671011705001849,2024-10-07,Bank CIMB Niaga,KI,50000000,24070495,2324886,24,5,Macet
SLK002759,3671011705001849,2024-06-11,Bank Permata,KPR,500000000,172037942,11751363,48,1,Lancar
SLK002760,3671011705001849,2026-03-02,Bank CIMB Niaga,KK,100000000,94099558,4293095,24,1,Lancar
SLK002761,3674011810741850,2026-04-22,Bank Danamon,KMK,150000000,122556812,3418774,48,1,Lancar
SLK002762,3674011810741850,2025-11-13,Bank Panin,KK,200000000,42794243,4358580,48,1,Lancar
SLK002763,3171016001901851,2025-10-02,Bank Panin,KMK,50000000,37752120,4455033,12,4,Diragukan
SLK002764,3171016001901851,2025-10-19,BPR Mitra Usaha,KKB,200000000,77289149,5801891,36,1,Lancar
SLK002765,3171016001901851,2025-05-27,Bank Danamon,KPR,150000000,97852145,2811984,60,1,Lancar
SLK002766,3275016708971852,2024-03-07,Bank OCBC NISP,KK,25000000,9787689,755387,36,1,Lancar
SLK002767,3174017012751854,2024-04-25,Bank Danamon,KPR,300000000,264458517,28497396,12,1,Lancar
SLK002768,3174017012751854,2026-06-12,Bank BNI,KKB,25000000,5521114,431690,60,1,Lancar
SLK002769,3271015009911855,2025-08-16,Bank Panin,KMK,500000000,391280262,45854946,12,1,Lancar
SLK002770,3175015011911856,2026-07-02,Bank BNI,KPR,300000000,202426753,9464714,36,5,Macet
SLK002771,3175015011911856,2025-01-10,BPR Mitra Usaha,KPR,25000000,13833768,2278526,12,1,Lancar
SLK002772,3175015011911856,2025-06-30,BPR Mitra Usaha,KI,200000000,138162975,3582445,60,2,Dalam Perhatian Khusus (DPK)
SLK002773,3271011709741857,2024-01-30,Bank CIMB Niaga,KK,75000000,66850749,3549911,24,1,Lancar
SLK002774,3671011908941858,2024-10-06,Bank Mandiri,KK,150000000,65304321,13769903,12,1,Lancar
SLK002775,3671011908941858,2024-02-17,BPR Mitra Usaha,KMK,50000000,35157304,2234487,24,1,Lancar
SLK002776,3671011908941858,2024-02-04,Bank Mandiri,KKB,25000000,20482746,1172808,24,1,Lancar
SLK002777,3674010304981859,2025-08-23,Bank Danamon,KKB,50000000,37521265,1186126,48,1,Lancar
SLK002778,3674010304981859,2025-09-19,Bank Panin,KMK,500000000,206076871,14365159,36,2,Dalam Perhatian Khusus (DPK)
SLK002779,3671012806981860,2025-09-09,Bank Panin,KI,150000000,49331774,2695450,60,1,Lancar
SLK002780,3671015001681861,2024-07-11,Bank BNI,KMK,75000000,25311921,3489677,24,1,Lancar
SLK002781,3671015001681861,2025-02-11,Bank OCBC NISP,KK,200000000,178608597,3524938,60,1,Lancar
SLK002782,3671015001681861,2026-02-15,Bank BRI,KKB,100000000,79912953,2216315,48,1,Lancar
SLK002783,3271016307821862,2026-03-29,Bank Permata,KPR,75000000,70122956,2342274,36,1,Lancar
SLK002784,3271016307821862,2024-01-18,Bank BNI,KMK,300000000,227670245,13013420,24,1,Lancar
SLK002785,3271016307821862,2025-04-02,Bank Danamon,KMK,100000000,56324472,9308277,12,1,Lancar
SLK002786,3671010203651863,2024-12-10,BPR Mitra Usaha,KK,200000000,131004094,8698230,24,3,Kurang Lancar
SLK002787,3671010203651863,2025-08-03,Bank Mandiri,KKB,300000000,220229809,5728539,60,1,Lancar
SLK002788,3671010203651863,2024-10-11,Bank Mandiri,KK,25000000,5191962,756476,36,1,Lancar
SLK002789,3276014205651864,2024-04-28,Bank Mandiri,KKB,100000000,37966351,4293189,24,2,Dalam Perhatian Khusus (DPK)
SLK002790,3276014205651864,2025-04-03,Bank BCA,KMK,50000000,37021516,2288318,24,2,Dalam Perhatian Khusus (DPK)
SLK002791,3276014205651864,2025-08-12,Bank BCA,KKB,75000000,41842623,1645913,48,1,Lancar
SLK002792,3174014305821866,2025-09-30,Bank Permata,KPR,50000000,11608596,1133051,48,1,Lancar
SLK002793,3271015506761867,2024-04-10,Bank Mandiri,KPR,75000000,65941961,1695117,48,2,Dalam Perhatian Khusus (DPK)
SLK002794,3271015506761867,2025-09-11,Bank BRI,KMK,500000000,359277380,44266437,12,1,Lancar
SLK002795,3171016809881868,2025-07-07,Bank Permata,KPR,100000000,62871234,8808040,12,1,Lancar
SLK002796,3171016809881868,2024-08-08,Bank OCBC NISP,KPR,300000000,266098762,6465034,48,3,Kurang Lancar
SLK002797,3171016809881868,2025-08-16,Bank CIMB Niaga,KPR,100000000,30105498,4362974,24,2,Dalam Perhatian Khusus (DPK)
SLK002798,3671012110971870,2025-12-08,Bank Danamon,KK,500000000,152092908,14567636,36,1,Lancar
SLK002799,3172016007991871,2024-07-19,BPR Mitra Usaha,KI,75000000,70819095,2323931,36,1,Lancar
SLK002800,3671017011691872,2024-03-28,Bank Panin,KPR,75000000,50408469,2187911,36,1,Lancar
SLK002801,3671017011691872,2026-06-07,Bank Permata,KKB,50000000,36916492,923784,60,4,Diragukan
SLK002802,3674014306781873,2026-01-20,Bank Danamon,KPR,300000000,271152135,28535642,12,1,Lancar
SLK002803,3674014306781873,2026-06-24,BPR Mitra Usaha,KI,50000000,13133873,1176933,48,1,Lancar
SLK002804,3275012507721874,2024-09-18,Bank OCBC NISP,KK,25000000,14484619,431653,60,1,Lancar
SLK002805,3671014901861875,2024-04-18,Bank BRI,KKB,500000000,431370002,9580108,60,1,Lancar
SLK002806,3671016508851876,2025-06-13,Bank Panin,KK,25000000,15863492,538396,48,1,Lancar
SLK002807,3171010504841878,2026-01-19,Bank BCA,KMK,500000000,345113134,23373384,24,1,Lancar
SLK002808,3271012902881879,2025-04-25,Bank Panin,KKB,500000000,379997056,15905367,36,1,Lancar
SLK002809,3271012902881879,2025-12-22,Bank BNI,KI,50000000,37428674,4644561,12,1,Lancar
SLK002810,3271012902881879,2024-03-01,Bank BCA,KK,75000000,63354758,1641907,48,1,Lancar
SLK002811,3671011001861880,2025-04-20,Bank Mandiri,KI,300000000,62337626,14163523,24,1,Lancar
SLK002812,3173012206951882,2024-01-24,Bank OCBC NISP,KK,25000000,20774434,729431,36,1,Lancar
SLK002813,3271014203681883,2024-05-03,Bank OCBC NISP,KKB,50000000,46972808,883880,60,1,Lancar
SLK002814,3671010510851884,2024-05-11,Bank BNI,KI,50000000,17038023,2236573,24,3,Kurang Lancar
SLK002815,3671010510851884,2024-11-30,Bank Danamon,KK,50000000,44746768,872138,60,1,Lancar
SLK002816,3671010510851884,2025-07-11,Bank BCA,KMK,150000000,128201865,4308860,36,1,Lancar
SLK002817,3671014907721885,2025-10-24,BPR Mitra Usaha,KMK,200000000,188809493,4733447,48,1,Lancar
SLK002818,3674012207681886,2024-06-18,Bank OCBC NISP,KKB,500000000,315182035,44488845,12,4,Diragukan
SLK002819,3671015012711887,2025-03-04,Bank BCA,KPR,500000000,104098149,15764708,36,1,Lancar
SLK002820,3171014105771889,2026-05-21,Bank BCA,KK,75000000,23709261,6953241,12,1,Lancar
SLK002821,3674010412871890,2024-01-31,Bank OCBC NISP,KK,200000000,86551407,3621645,60,1,Lancar
SLK002822,3674010412871890,2026-05-30,Bank CIMB Niaga,KPR,75000000,38316240,2241419,36,1,Lancar
SLK002823,3674010412871890,2024-05-09,Bank CIMB Niaga,KKB,25000000,21122768,551733,48,1,Lancar
SLK002824,3671015205991891,2025-04-24,Bank Permata,KMK,50000000,16076549,2168030,24,1,Lancar
SLK002825,3671015205991891,2024-03-03,Bank CIMB Niaga,KI,100000000,34423690,8999487,12,1,Lancar
SLK002826,3175015209701892,2026-04-03,Bank Danamon,KK,200000000,109921877,8626256,24,2,Dalam Perhatian Khusus (DPK)
SLK002827,3175015209701892,2025-03-30,Bank Permata,KPR,25000000,11940820,536271,48,1,Lancar
SLK002828,3276015109691893,2025-05-23,Bank BCA,KI,200000000,72676078,4302871,48,2,Dalam Perhatian Khusus (DPK)
SLK002829,3671010303031894,2024-12-12,Bank CIMB Niaga,KPR,25000000,8145869,1118914,24,1,Lancar
SLK002830,3671010303031894,2026-06-14,Bank Danamon,KK,75000000,27081939,1421134,60,1,Lancar
SLK002831,3671011503851895,2024-11-04,Bank OCBC NISP,KK,75000000,24365599,1286426,60,3,Kurang Lancar
SLK002832,3671011503851895,2025-11-11,Bank Danamon,KMK,50000000,44497692,2219670,24,1,Lancar
SLK002833,3674016203861896,2025-09-01,Bank Permata,KMK,150000000,40514613,2806713,60,2,Dalam Perhatian Khusus (DPK)
SLK002834,3674012310741897,2024-09-17,BPR Mitra Usaha,KK,100000000,67987982,4421103,24,1,Lancar
SLK002835,3174010211871898,2024-01-19,Bank BCA,KPR,100000000,68682772,4271261,24,2,Dalam Perhatian Khusus (DPK)
SLK002836,3671016810931899,2024-01-29,BPR Mitra Usaha,KMK,100000000,26866567,4610512,24,1,Lancar
SLK002837,3671011102891900,2024-12-08,Bank CIMB Niaga,KPR,75000000,70506855,1721339,48,4,Diragukan
SLK002838,3671011102891900,2024-11-14,BPR Mitra Usaha,KKB,100000000,38069419,4590832,24,1,Lancar
SLK002839,3671015006821901,2024-06-23,Bank Danamon,KI,25000000,17831648,2344131,12,1,Lancar
SLK002840,3671015006821901,2026-04-28,Bank BCA,KKB,150000000,123672290,3543451,48,1,Lancar
SLK002841,3671016001841902,2024-12-23,Bank BNI,KK,200000000,157604985,3657846,60,1,Lancar
SLK002842,3175014906691903,2026-07-13,BPR Mitra Usaha,KKB,50000000,10162566,876916,60,1,Lancar
SLK002843,3271012802661904,2026-04-16,Bank BNI,KK,150000000,117190266,3213691,48,5,Macet
SLK002844,3271012802661904,2026-06-25,Bank Mandiri,KKB,300000000,181357185,12918719,24,1,Lancar
SLK002845,3674011107701906,2026-07-11,Bank Permata,KKB,500000000,330975357,22780942,24,1,Lancar
SLK002846,3674011107701906,2026-01-30,Bank Permata,KKB,50000000,28989112,1165274,48,1,Lancar
SLK002847,3674016301811908,2024-12-31,Bank BRI,KPR,25000000,12933941,561393,48,2,Dalam Perhatian Khusus (DPK)
SLK002848,3674016301811908,2025-10-21,Bank CIMB Niaga,KI,500000000,198845942,8517620,60,1,Lancar
SLK002849,3175014703781909,2024-01-15,Bank BNI,KMK,200000000,75111253,4360247,48,2,Dalam Perhatian Khusus (DPK)
SLK002850,3175014703781909,2026-05-07,Bank Danamon,KKB,50000000,19034957,1451306,36,1,Lancar
SLK002851,3175014703781909,2025-08-26,BPR Mitra Usaha,KKB,300000000,123963913,9190990,36,4,Diragukan
SLK002852,3271015504711910,2024-01-10,Bank Permata,KPR,100000000,63945090,4283518,24,1,Lancar
SLK002853,3671012212971911,2026-03-13,Bank Panin,KMK,25000000,8114387,1107529,24,1,Lancar
SLK002854,3175014804921912,2024-04-14,Bank BRI,KPR,75000000,58745759,2280596,36,5,Macet
SLK002855,3671016404021913,2025-01-12,Bank Mandiri,KKB,150000000,50643883,4769491,36,1,Lancar
SLK002856,3671016404021913,2025-03-24,Bank Panin,KI,50000000,37132844,872289,60,1,Lancar
SLK002857,3671016404021913,2025-03-22,Bank BNI,KPR,300000000,76642694,13541933,24,2,Dalam Perhatian Khusus (DPK)
SLK002858,3674011411981914,2024-02-13,BPR Mitra Usaha,KKB,75000000,46276028,6681454,12,1,Lancar
SLK002859,3674011411981914,2026-01-22,Bank Panin,KMK,75000000,39654593,1594136,48,4,Diragukan
SLK002860,3674011411981914,2026-06-14,Bank BCA,KK,500000000,259178688,23729023,24,1,Lancar
SLK002861,3276014509711915,2024-05-22,Bank BRI,KKB,300000000,122480580,6574416,48,3,Kurang Lancar
SLK002862,3174016712771916,2024-05-02,Bank Permata,KKB,500000000,271014199,22386061,24,1,Lancar
SLK002863,3174016712771916,2024-06-24,Bank BNI,KK,50000000,31753447,903475,60,1,Lancar
SLK002864,3174017004961917,2025-10-23,Bank BNI,KPR,500000000,381856098,42747598,12,1,Lancar
SLK002865,3174017004961917,2024-07-03,Bank Permata,KMK,200000000,147459977,3699162,60,1,Lancar
SLK002866,3275013011671918,2024-03-27,Bank OCBC NISP,KKB,75000000,47249575,2198538,36,1,Lancar
SLK002867,3172011706851919,2024-06-26,Bank Permata,KPR,25000000,20224336,1092812,24,1,Lancar
SLK002868,3173016410931920,2024-12-09,Bank Panin,KMK,75000000,36582416,1664171,48,1,Lancar
SLK002869,3671016007651921,2026-05-07,Bank BNI,KI,25000000,12069122,456768,60,1,Lancar
SLK002870,3671016007651921,2026-03-22,Bank Permata,KMK,100000000,70345259,4629965,24,3,Kurang Lancar
SLK002871,3275015704951922,2024-07-13,Bank Danamon,KPR,100000000,51345328,4251931,24,3,Kurang Lancar
SLK002872,3275015704951922,2026-08-18,Bank BRI,KKB,100000000,20462785,4697829,24,1,Lancar
SLK002873,3174015802791923,2026-07-31,Bank Mandiri,KMK,500000000,173729820,11704324,48,1,Lancar
SLK002874,3172016404711924,2025-11-18,Bank Panin,KI,200000000,137183087,4288199,48,1,Lancar
SLK002875,3172016404711924,2024-08-06,Bank BNI,KI,100000000,22389511,9476013,12,1,Lancar
SLK002876,3172016404711924,2025-10-21,Bank Mandiri,KMK,500000000,168049319,46842250,12,1,Lancar
SLK002877,3175011212811925,2024-06-19,Bank Danamon,KI,50000000,20676223,4283822,12,1,Lancar
