dukcapil_id,NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,rt_rw,kelurahan_desa,kecamatan,kota_kabupaten,provinsi,agama,status_perkawinan,pekerjaan,kewarganegaraan,berlaku_hingga
DKC001312,3173015606861312,Putri Lubis,Jakarta Barat,1986-06-16,Perempuan,A,Jl. Wibowo No. 128,004/007,Cempaka Putih,Tebet,Jakarta Barat,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001313,3171014402731313,Dian Setiawan,Jakarta Pusat,1973-02-04,Perempuan,B,Jl. Tanjung No. 90,006/003,Sukajadi,Bekasi Timur,Jakarta Pusat,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001314,3671011509691314,Doni Gunawan,Tangerang,1969-09-15,Laki-Laki,AB,Jl. Wibowo No. 146,003/002,Cempaka Putih,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001315,3275014401901315,Rita Wibowo,Bekasi,1990-01-04,Perempuan,AB,Jl. Nugroho No. 111,010/010,Duren Sawit,Sukmajaya,Bekasi,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001316,3275012402921316,Bayu Wijaya,Bekasi,1992-02-24,Laki-Laki,B,Jl. Lubis No. 139,007/010,Duren Sawit,Sukmajaya,Bekasi,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001317,3275015301941317,Melati Simanjuntak,Bekasi,1994-01-13,Perempuan,A,Jl. Susanto No. 89,008/009,Bintaro,Tebet,Bekasi,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001318,3172010701831318,Rudi Pratama,Jakarta Utara,1983-01-07,Laki-Laki,O,Jl. Wibowo No. 123,004/009,Cempaka Putih,Tebet,Jakarta Utara,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001319,3172014711671319,Putri Situmorang,Jakarta Utara,1967-11-07,Perempuan,O,Jl. Handoko No. 137,008/007,Cempaka Putih,Sukmajaya,Jakarta Utara,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001320,3175016602881320,Lina Setiawan,Jakarta Timur,1988-02-26,Perempuan,B,Jl. Handoko No. 10,011/009,Rawa Bunga,Serpong,Jakarta Timur,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001321,3671015607811321,Sari Pratama,Tangerang,1981-07-16,Perempuan,A,Jl. Hutapea No. 69,001/006,Cipete,Bekasi Timur,Tangerang,Banten,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001322,3174015407721322,Rita Wijaya,Jakarta Selatan,1972-07-14,Perempuan,AB,Jl. Rahman No. 46,012/006,Rawa Bunga,Cengkareng,Jakarta Selatan,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001323,3276015904711323,Novi Siregar,Depok,1971-04-19,Perempuan,AB,Jl. Simanjuntak No. 76,003/004,Cempaka Putih,Serpong,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001324,3172014809901324,Kartika Nugroho,Jakarta Utara,1990-09-08,Perempuan,A,Jl. Gunawan No. 104,003/005,Sukajadi,Serpong,Jakarta Utara,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001325,3674012412721325,Arif Situmorang,Tangerang Selatan,1972-12-24,Laki-Laki,AB,Jl. Wibowo No. 43,010/003,Cipete,Sukmajaya,Tangerang Selatan,Jawa Barat,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001326,3671014208691326,Ayu Simanjuntak,Tangerang,1969-08-02,Perempuan,B,Jl. Kusuma No. 28,009/007,Rawa Bunga,Cengkareng,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001327,3275015105921327,Putri Rahman,Bekasi,1992-05-11,Perempuan,AB,Jl. Situmorang No. 125,011/005,Duren Sawit,Kramat Jati,Bekasi,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001328,3172016312011328,Sari Simanjuntak,Jakarta Utara,2001-12-23,Perempuan,A,Jl. Saputra No. 124,010/008,Cempaka Putih,Tebet,Jakarta Utara,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001329,3175010606741329,Wahyu Wijaya,Jakarta Timur,1974-06-06,Laki-Laki,O,Jl. Susanto No. 23,006/005,Bintaro,Tebet,Jakarta Timur,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001330,3671010406811330,Rizky Hidayat,Tangerang,1981-06-04,Laki-Laki,B,Jl. Permana No. 122,012/009,Sukajadi,Kramat Jati,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001331,3671016312021331,Dewi Santoso,Tangerang,2002-12-23,Perempuan,B,Jl. Hutapea No. 28,005/002,Sukamaju,Cengkareng,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001332,3172016906881332,Nina Kusuma,Jakarta Utara,1988-06-29,Perempuan,O,Jl. Rahman No. 16,010/003,Bintaro,Tebet,Jakarta Utara,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001333,3671011601831333,Fajar Kusuma,Tangerang,1983-01-16,Laki-Laki,B,Jl. Setiawan No. 85,009/007,Cipete,Tebet,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001334,3271014807721334,Dian Suryadi,Bogor,1972-07-08,Perempuan,B,Jl. Handoko No. 87,009/006,Duren Sawit,Sukmajaya,Bogor,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001335,3671016212721335,Maya Gunawan,Tangerang,1972-12-22,Perempuan,B,Jl. Susanto No. 31,002/007,Rawa Bunga,Tebet,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001336,3271010309931336,Agus Setiawan,Bogor,1993-09-03,Laki-Laki,B,Jl. Siregar No. 60,002/004,Cempaka Putih,Serpong,Bogor,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001337,3175014104801337,Rina Hidayat,Jakarta Timur,1980-04-01,Perempuan,O,Jl. Wijaya No. 134,004/007,Cempaka Putih,Serpong,Jakarta Timur,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001338,3671016304821338,Lestari Kusuma,Tangerang,1982-04-23,Perempuan,O,Jl. Setiawan No. 128,012/004,Cipete,Bekasi Timur,Tangerang,Banten,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001339,3174016710701339,Sari Permana,Jakarta Selatan,1970-10-27,Perempuan,AB,Jl. Kusuma No. 43,006/005,Kebon Baru,Tebet,Jakarta Selatan,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001340,3171011707731340,Anton Rahman,Jakarta Pusat,1973-07-17,Laki-Laki,A,Jl. Setiawan No. 52,010/003,Sukamaju,Serpong,Jakarta Pusat,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001341,3174012204881341,Slamet Panjaitan,Jakarta Selatan,1988-04-22,Laki-Laki,B,Jl. Permana No. 68,008/003,Kebon Baru,Serpong,Jakarta Selatan,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001342,3173015502831342,Siti Rahman,Jakarta Barat,1983-02-15,Perempuan,A,Jl. Lubis No. 117,003/003,Rawa Bunga,Bekasi Timur,Jakarta Barat,DKI Jakarta,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001343,3671015509861343,Desi Halim,Tangerang,1986-09-15,Perempuan,B,Jl. Wibowo No. 40,010/001,Rawa Bunga,Kramat Jati,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001344,3671016309971344,Putri Lubis,Tangerang,1997-09-23,Perempuan,A,Jl. Wibowo No. 14,009/003,Bintaro,Tebet,Tangerang,Banten,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001345,3671012411731345,Andi Suryadi,Tangerang,1973-11-24,Laki-Laki,O,Jl. Hutapea No. 56,010/010,Cempaka Putih,Tebet,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001346,3671012903981346,Dedi Siregar,Tangerang,1998-03-29,Laki-Laki,O,Jl. Pratama No. 26,012/007,Rawa Bunga,Serpong,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001347,3671015108751347,Fitri Rahman,Tangerang,1975-08-11,Perempuan,B,Jl. Gunawan No. 94,012/004,Kebon Baru,Cengkareng,Tangerang,Banten,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001348,3674016401981348,Ika Saputra,Tangerang Selatan,1998-01-24,Perempuan,O,Jl. Nugroho No. 42,007/005,Kebon Baru,Tebet,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001349,3671014206921349,Anggi Firmansyah,Tangerang,1992-06-02,Perempuan,A,Jl. Pratama No. 115,010/010,Bintaro,Tebet,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001350,3175016201761350,Rina Pratama,Jakarta Timur,1976-01-22,Perempuan,O,Jl. Situmorang No. 135,008/002,Kebon Baru,Bekasi Timur,Jakarta Timur,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001351,3671011111701351,Taufik Rahman,Tangerang,1970-11-11,Laki-Laki,B,Jl. Santoso No. 26,003/006,Cipete,Serpong,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001352,3175012002991352,Hendra Wijaya,Jakarta Timur,1999-02-20,Laki-Laki,O,Jl. Simanjuntak No. 120,009/009,Bintaro,Cengkareng,Jakarta Timur,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001353,3276015608751353,Yanti Kusuma,Depok,1975-08-16,Perempuan,O,Jl. Wijaya No. 11,004/001,Duren Sawit,Cengkareng,Depok,Jawa Barat,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001354,3671012911691354,Fauzi Siregar,Tangerang,1969-11-29,Laki-Laki,O,Jl. Kurniawan No. 89,003/004,Sukajadi,Tebet,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001355,3175014212731355,Yanti Santoso,Jakarta Timur,1973-12-02,Perempuan,O,Jl. Firmansyah No. 131,004/001,Kebon Baru,Tebet,Jakarta Timur,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001356,3671014303691356,Rina Hidayat,Tangerang,1969-03-03,Perempuan,A,Jl. Setiawan No. 102,001/003,Cempaka Putih,Tebet,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001357,3671012605831357,Irfan Lubis,Tangerang,1983-05-26,Laki-Laki,O,Jl. Situmorang No. 36,001/002,Sukajadi,Tebet,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001358,3174014506701358,Ani Setiawan,Jakarta Selatan,1970-06-05,Perempuan,A,Jl. Suryadi No. 35,012/006,Bintaro,Kramat Jati,Jakarta Selatan,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001359,3173012201821359,Bambang Siregar,Jakarta Barat,1982-01-22,Laki-Laki,AB,Jl. Hidayat No. 138,001/003,Bintaro,Serpong,Jakarta Barat,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001360,3276010407691360,Dedi Situmorang,Depok,1969-07-04,Laki-Laki,A,Jl. Susanto No. 6,009/007,Cempaka Putih,Cengkareng,Depok,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001361,3674011210701361,Dedi Simanjuntak,Tangerang Selatan,1970-10-12,Laki-Laki,A,Jl. Siregar No. 50,012/006,Rawa Bunga,Serpong,Tangerang Selatan,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001362,3671010210701362,Yudi Hidayat,Tangerang,1970-10-02,Laki-Laki,O,Jl. Santoso No. 25,004/008,Sukajadi,Kramat Jati,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001363,3671015703891363,Suryani Halim,Tangerang,1989-03-17,Perempuan,AB,Jl. Wibowo No. 79,003/004,Sukamaju,Cengkareng,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001364,3173011107701364,Dedi Handoko,Jakarta Barat,1970-07-11,Laki-Laki,AB,Jl. Simanjuntak No. 42,008/004,Bintaro,Cengkareng,Jakarta Barat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001365,3671010605841365,Hadi Panjaitan,Tangerang,1984-05-06,Laki-Laki,O,Jl. Siregar No. 6,007/004,Cempaka Putih,Kramat Jati,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001366,3174015412741366,Ratna Firmansyah,Jakarta Selatan,1974-12-14,Perempuan,AB,Jl. Wijaya No. 64,001/002,Sukamaju,Sukmajaya,Jakarta Selatan,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001367,3671015407811367,Rita Situmorang,Tangerang,1981-07-14,Perempuan,O,Jl. Susanto No. 17,006/008,Rawa Bunga,Cengkareng,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001368,3275012102711368,Fajar Firmansyah,Bekasi,1971-02-21,Laki-Laki,AB,Jl. Suryadi No. 112,001/002,Sukamaju,Sukmajaya,Bekasi,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001369,3173010511891369,Agus Hidayat,Jakarta Barat,1989-11-05,Laki-Laki,B,Jl. Saputra No. 116,007/005,Sukajadi,Bekasi Timur,Jakarta Barat,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001370,3671011006011370,Arif Santoso,Tangerang,2001-06-10,Laki-Laki,AB,Jl. Suryadi No. 28,003/010,Sukamaju,Serpong,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001371,3172012711661371,Hadi Kurniawan,Jakarta Utara,1966-11-27,Laki-Laki,O,Jl. Suryadi No. 27,004/001,Bintaro,Serpong,Jakarta Utara,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001372,3271012701871372,Agus Susanto,Bogor,1987-01-27,Laki-Laki,AB,Jl. Hidayat No. 103,003/002,Kebon Baru,Tebet,Bogor,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001373,3671011601851373,Rudi Rahman,Tangerang,1985-01-16,Laki-Laki,O,Jl. Hutapea No. 110,010/005,Bintaro,Tebet,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001374,3671012403921374,Eko Hidayat,Tangerang,1992-03-24,Laki-Laki,O,Jl. Pratama No. 113,005/007,Cipete,Bekasi Timur,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001375,3671014704021375,Rita Kurniawan,Tangerang,2002-04-07,Perempuan,B,Jl. Hutapea No. 122,001/001,Sukamaju,Cengkareng,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001376,3275015511981376,Ani Susanto,Bekasi,1998-11-15,Perempuan,A,Jl. Saputra No. 13,008/010,Bintaro,Serpong,Bekasi,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001377,3671014804911377,Dewi Santoso,Tangerang,1991-04-08,Perempuan,B,Jl. Rahman No. 142,002/010,Duren Sawit,Sukmajaya,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001378,3175011003001378,Sutrisno Hutapea,Jakarta Timur,2000-03-10,Laki-Laki,B,Jl. Wijaya No. 66,010/010,Sukamaju,Sukmajaya,Jakarta Timur,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001379,3671016908931379,Retno Simanjuntak,Tangerang,1993-08-29,Perempuan,B,Jl. Tanjung No. 17,004/008,Bintaro,Serpong,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001380,3671017107691380,Nina Rahman,Tangerang,1969-07-31,Perempuan,O,Jl. Wibowo No. 26,003/004,Bintaro,Cengkareng,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001381,3171015004021381,Rita Firmansyah,Jakarta Pusat,2002-04-10,Perempuan,B,Jl. Situmorang No. 83,007/003,Kebon Baru,Serpong,Jakarta Pusat,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001382,3174010112961382,Iwan Suryadi,Jakarta Selatan,1996-12-01,Laki-Laki,AB,Jl. Pratama No. 111,011/003,Sukamaju,Kramat Jati,Jakarta Selatan,DKI Jakarta,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001383,3174016912681383,Kartika Rahman,Jakarta Selatan,1968-12-29,Perempuan,O,Jl. Wijaya No. 41,011/001,Duren Sawit,Tebet,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001384,3671013007711384,Rudi Lubis,Tangerang,1971-07-30,Laki-Laki,A,Jl. Kurniawan No. 114,001/009,Duren Sawit,Serpong,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001385,3271010201891385,Arif Wibowo,Bogor,1989-01-02,Laki-Laki,B,Jl. Pratama No. 31,008/006,Kebon Baru,Sukmajaya,Bogor,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001386,3671014910671386,Suryani Santoso,Tangerang,1967-10-09,Perempuan,A,Jl. Firmansyah No. 139,001/007,Bintaro,Cengkareng,Tangerang,Banten,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001387,3275010906781387,Fauzi Hidayat,Bekasi,1978-06-09,Laki-Laki,O,Jl. Kurniawan No. 22,003/009,Bintaro,Serpong,Bekasi,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001388,3276011410851388,Iwan Lubis,Depok,1985-10-14,Laki-Laki,O,Jl. Siregar No. 123,011/001,Duren Sawit,Tebet,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001389,3275011106001389,Anton Saputra,Bekasi,2000-06-11,Laki-Laki,O,Jl. Saputra No. 91,007/001,Bintaro,Sukmajaya,Bekasi,Jawa Barat,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001390,3671011412791390,Ahmad Susanto,Tangerang,1979-12-14,Laki-Laki,O,Jl. Halim No. 28,008/010,Cipete,Kramat Jati,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001391,3674016003821391,Lina Tanjung,Tangerang Selatan,1982-03-20,Perempuan,B,Jl. Panjaitan No. 68,010/007,Sukamaju,Cengkareng,Tangerang Selatan,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001392,3171012702901392,Andi Suryadi,Jakarta Pusat,1990-02-27,Laki-Laki,AB,Jl. Saputra No. 99,003/003,Rawa Bunga,Sukmajaya,Jakarta Pusat,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001393,3174015807871393,Dian Rahman,Jakarta Selatan,1987-07-18,Perempuan,B,Jl. Firmansyah No. 137,007/009,Kebon Baru,Sukmajaya,Jakarta Selatan,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001394,3276011010981394,Wahyu Wibowo,Depok,1998-10-10,Laki-Laki,O,Jl. Simanjuntak No. 148,002/007,Sukamaju,Sukmajaya,Depok,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001395,3172015112981395,Rina Hidayat,Jakarta Utara,1998-12-11,Perempuan,B,Jl. Halim No. 42,004/007,Sukajadi,Kramat Jati,Jakarta Utara,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001396,3276016602761396,Melati Santoso,Depok,1976-02-26,Perempuan,A,Jl. Firmansyah No. 83,009/009,Sukajadi,Bekasi Timur,Depok,Jawa Barat,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001397,3674012806711397,Rudi Firmansyah,Tangerang Selatan,1971-06-28,Laki-Laki,AB,Jl. Saputra No. 25,007/006,Sukamaju,Kramat Jati,Tangerang Selatan,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001398,3674016911021398,Siti Siregar,Tangerang Selatan,2002-11-29,Perempuan,A,Jl. Handoko No. 124,012/002,Cempaka Putih,Serpong,Tangerang Selatan,Jawa Barat,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001399,3276010705691399,Irfan Wibowo,Depok,1969-05-07,Laki-Laki,AB,Jl. Kurniawan No. 114,005/007,Sukajadi,Kramat Jati,Depok,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001400,3674016708921400,Sari Wibowo,Tangerang Selatan,1992-08-27,Perempuan,B,Jl. Hutapea No. 149,007/010,Bintaro,Cengkareng,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001401,3271016405911401,Lina Kurniawan,Bogor,1991-05-24,Perempuan,AB,Jl. Gunawan No. 13,002/002,Cempaka Putih,Serpong,Bogor,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001402,3271012001761402,Irfan Lubis,Bogor,1976-01-20,Laki-Laki,O,Jl. Hutapea No. 12,006/002,Sukajadi,Bekasi Timur,Bogor,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001403,3671011704741403,Fajar Simanjuntak,Tangerang,1974-04-17,Laki-Laki,O,Jl. Gunawan No. 64,007/003,Sukajadi,Sukmajaya,Tangerang,Banten,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001404,3173015210861404,Maya Simanjuntak,Jakarta Barat,1986-10-12,Perempuan,A,Jl. Wijaya No. 7,010/010,Duren Sawit,Kramat Jati,Jakarta Barat,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001405,3674011208951405,Agus Susanto,Tangerang Selatan,1995-08-12,Laki-Laki,AB,Jl. Panjaitan No. 143,010/007,Cipete,Bekasi Timur,Tangerang Selatan,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001406,3276016408651406,Retno Permana,Depok,1965-08-24,Perempuan,AB,Jl. Gunawan No. 109,006/008,Bintaro,Cengkareng,Depok,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001407,3276015708731407,Retno Susanto,Depok,1973-08-17,Perempuan,A,Jl. Permana No. 34,004/006,Duren Sawit,Bekasi Timur,Depok,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001408,3271010706671408,Doni Permana,Bogor,1967-06-07,Laki-Laki,A,Jl. Wibowo No. 86,010/010,Rawa Bunga,Kramat Jati,Bogor,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001409,3171016910711409,Sri Pratama,Jakarta Pusat,1971-10-29,Perempuan,AB,Jl. Pratama No. 116,007/008,Bintaro,Cengkareng,Jakarta Pusat,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001410,3275016608691410,Nina Kurniawan,Bekasi,1969-08-26,Perempuan,A,Jl. Pratama No. 72,012/002,Sukajadi,Cengkareng,Bekasi,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001411,3671015111691411,Dewi Santoso,Tangerang,1969-11-11,Perempuan,O,Jl. Siregar No. 133,007/008,Bintaro,Sukmajaya,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001412,3671010212841412,Hendra Siregar,Tangerang,1984-12-02,Laki-Laki,A,Jl. Firmansyah No. 115,003/007,Duren Sawit,Kramat Jati,Tangerang,Banten,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001413,3171012705671413,Dedi Panjaitan,Jakarta Pusat,1967-05-27,Laki-Laki,B,Jl. Kusuma No. 65,004/008,Rawa Bunga,Kramat Jati,Jakarta Pusat,DKI Jakarta,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001414,3671014909851414,Anggi Situmorang,Tangerang,1985-09-09,Perempuan,AB,Jl. Tanjung No. 44,006/005,Cempaka Putih,Cengkareng,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001415,3271013009001415,Dimas Gunawan,Bogor,2000-09-30,Laki-Laki,AB,Jl. Wijaya No. 9,011/007,Duren Sawit,Cengkareng,Bogor,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001416,3276017010731416,Sari Suryadi,Depok,1973-10-30,Perempuan,A,Jl. Saputra No. 36,004/003,Bintaro,Cengkareng,Depok,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001417,3276012411751417,Hadi Suryadi,Depok,1975-11-24,Laki-Laki,AB,Jl. Tanjung No. 43,008/003,Sukamaju,Kramat Jati,Depok,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
