application_id,NIK,company_name,owner_name,industry,sub_industry,province,city,branch_name,region,rm_id,rm_name,rm_branch_name,level,loan_requested,collateral_type,collateral_market_value,collateral_ratio,estimated_dsr,revenue_growth_pct,profit_margin_2025,slik_worst_collectability,status_dhn,bank_best_avg_balance_6m,bank_best_current_balance,identity_passed,character_score,character_notes,collateral_score,collateral_notes,financial_score,financial_notes,cashflow_score,cashflow_notes,risk_score,decision,zone,jenis_kredit_rekomendasi,nominal_disetujui,jangka_waktu_bulan,bunga_persen,insight,insight_kategori,label
APP202601482,3173010505871482,CV Rahman Makmur,Irfan Setiawan,Transportasi,Rental Kendaraan,DKI Jakarta,Jakarta Barat,KCP Depok Margonda,Region 3,RM0016,Suryani Setiawan,KCP Depok Margonda,Junior RB,200000000,Ruko,4140228000,20.7,3.0,0.0114,0.1007,1.0,Tidak,20143759,16768210,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 2070% dari pinjaman,0.575,"Omset stagnan +1.1% (2024→2025), margin laba 10.1%",0.755,"Saldo rata-rata 17.1x omset bulanan, saldo real-time 14.2x omset bulanan",0.849,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.57, Collateral 1.00, Cashflow 0.76) berada di zona aman.",Layak karena,Diterima
APP202601483,3271014410821483,PT Hidayat Makmur,Ratna Wijaya,Jasa,Laundry,Jawa Barat,Bogor,KCP Pluit,Region 1,RM0034,Iwan Nugroho,KCP Pluit,Junior RB,200000000,Rumah,4956767000,24.78,3.0,0.1889,0.135,4.0,Tidak,22375672,32334979,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 2478% dari pinjaman,0.773,"Omset tumbuh +18.9% (2024→2025), margin laba 13.5%",0.966,"Saldo rata-rata 17.9x omset bulanan, saldo real-time 25.9x omset bulanan",0.652,Layak Bersyarat,Kuning,KI,200000000,36,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Ditolak
APP202601484,3172014602891484,UD Wibowo Makmur,Putri Siregar,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Utara,KCP Bekasi Barat,Region 1,RM0010,Indah Rahman,KCP Bekasi Barat,Senior RB,300000000,Ruko,7060195000,23.53,3.0,0.2864,0.1437,4.0,Tidak,9682278,8578491,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 2353% dari pinjaman,0.855,"Omset tumbuh +28.6% (2024→2025), margin laba 14.4%",0.427,"Saldo rata-rata 9.4x omset bulanan, saldo real-time 8.3x omset bulanan",0.602,Layak Bersyarat,Kuning,KI,300000000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202601485,3275011008031485,UD Hidayat Jaya,Ahmad Susanto,Manufaktur,Konveksi,Jawa Barat,Bekasi,KCP Tebet,Region 3,RM0003,Dedi Kurniawan,KCP Tebet,Senior RB,750000000,Tanah,3190752000,4.25,3.0,0.6151,0.1347,2.0,Tidak,85977848,104064890,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 425% dari pinjaman,0.959,"Omset tumbuh +61.5% (2024→2025), margin laba 13.5%",0.662,"Saldo rata-rata 12.6x omset bulanan, saldo real-time 15.2x omset bulanan",0.856,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.96, Collateral 1.00, Cashflow 0.66) berada di zona aman.",Layak karena,Diterima
APP202601486,3276010810711486,PT Simanjuntak Mandiri,Iwan Wibowo,Transportasi,Ekspedisi Kecil,Jawa Barat,Depok,KCP Cibubur,Region 3,RM0039,Slamet Hutapea,KCP Cibubur,Senior RB,200000000,Tanah,1107738000,5.54,1.6,0.0801,0.1837,1.0,Tidak,20623074,35994997,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 554% dari pinjaman,0.748,"Omset tumbuh +8.0% (2024→2025), margin laba 18.4%",0.236,"Saldo rata-rata 3.7x omset bulanan, saldo real-time 6.4x omset bulanan",0.841,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601487,3674016808851487,PT Suryadi Jaya,Dian Halim,Kuliner,Restoran,Jawa Barat,Tangerang Selatan,KCP Cibubur,Region 1,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,50000000,Tanah,2531150000,50.62,1.18,0.3694,0.1409,1.0,Tidak,82807568,97736239,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 5062% dari pinjaman,0.897,"Omset tumbuh +36.9% (2024→2025), margin laba 14.1%",1.0,"Saldo rata-rata 20.5x omset bulanan, saldo real-time 24.2x omset bulanan",0.958,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.90, Collateral 1.00, Cashflow 1.00) berada di zona aman.",Layak karena,Diterima
APP202601488,3271014812991488,PT Setiawan Sejahtera,Maya Wijaya,Jasa,Percetakan,Jawa Barat,Bogor,KCP Bogor Baranangsiang,Region 4,RM0019,Maya Lubis,KCP Bogor Baranangsiang,Senior RB,500000000,Gudang,17684099000,35.37,3.0,0.2954,0.0115,1.0,Ya,51890829,91418764,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3537% dari pinjaman,0.508,"Omset tumbuh +29.5% (2024→2025), margin laba 1.1%",0.866,"Saldo rata-rata 14.1x omset bulanan, saldo real-time 24.8x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Cek/giro kosong berulang).,Tidak layak karena,Ditolak
APP202601489,3671010306801489,UD Panjaitan Abadi,Anton Nugroho,Perdagangan,Grosir Pakaian,Banten,Tangerang,KCP Bekasi Barat,Region 2,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,300000000,Tanah,1757424000,5.86,3.0,0.398,0.1307,4.0,Tidak,15668690,17035967,True,0.2,Kolektibilitas terburuk: Diragukan di 1 bank,1.0,LTV agunan 586% dari pinjaman,0.887,"Omset tumbuh +39.8% (2024→2025), margin laba 13.1%",0.271,"Saldo rata-rata 5.4x omset bulanan, saldo real-time 5.9x omset bulanan",0.611,Layak Bersyarat,Kuning,KI,300000000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601490,3175010408711490,CV Kusuma Makmur,Joko Saputra,Transportasi,Ekspedisi Kecil,DKI Jakarta,Jakarta Timur,KCP Tebet,Region 1,RM0001,Ani Tanjung,KCP Tebet,Junior RB,500000000,Ruko,6108376000,12.22,3.0,0.1396,0.1334,1.0,Tidak,9927997,8848900,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1222% dari pinjaman,0.739,"Omset tumbuh +14.0% (2024→2025), margin laba 13.3%",0.158,"Saldo rata-rata 3.5x omset bulanan, saldo real-time 3.1x omset bulanan",0.831,Layak,Hijau,KI,500000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601491,3172015902031491,CV Hidayat Mandiri,Yanti Setiawan,Kuliner,Warung Makan,DKI Jakarta,Jakarta Utara,KCP Kelapa Gading,Region 1,RM0005,Bayu Situmorang,KCP Kelapa Gading,Senior RB,75000000,Tanah,4932332000,65.76,3.0,0.0736,0.0319,1.0,Tidak,10994964,14277261,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 6576% dari pinjaman,0.429,"Omset tumbuh +7.4% (2024→2025), margin laba 3.2%",0.177,"Saldo rata-rata 6.9x omset bulanan, saldo real-time 9.0x omset bulanan, overdraft 2x dalam 6 bulan",0.759,Layak,Hijau,KMK,75000000,12,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202601492,3671012410011492,UD Halim Jaya,Gunawan Nugroho,Manufaktur,Konveksi,Banten,Tangerang,KCP Kemang,Region 3,RM0032,Tri Permana,KCP Kemang,Senior RB,50000000,Tanah,5032068000,100.64,3.0,-0.1511,0.108,4.0,Tidak,9101525,4336693,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 10064% dari pinjaman,0.497,"Omset menurun -15.1% (2024→2025), margin laba 10.8%",0.182,"Saldo rata-rata 9.1x omset bulanan, saldo real-time 4.3x omset bulanan, memiliki rekening dormant",0.5,Perlu Review Ulang,Kuning,KMK,50000000,12,12.0,Perlu review ulang karena skor gabungan (0.50) berada di area abu-abu — disarankan OTS/wawancara lanjutan sebelum keputusan final.,Perlu review ulang karena,Ditolak
APP202601493,3671010409851493,PT Hidayat Mandiri,Bayu Setiawan,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Kelapa Gading,Region 1,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,1000000000,Ruko,788563000,0.79,3.0,-0.1318,0.1432,1.0,Tidak,17221068,27599689,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.527,LTV agunan 79% dari pinjaman,0.603,"Omset menurun -13.2% (2024→2025), margin laba 14.3%",0.602,"Saldo rata-rata 9.8x omset bulanan, saldo real-time 15.8x omset bulanan",0.754,Layak,Hijau,KI,551994100,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.60, Collateral 0.53, Cashflow 0.60) berada di zona aman.",Layak karena,Diterima
APP202601494,3671012406681494,CV Nugroho Sejahtera,Fauzi Wijaya,Manufaktur,Furniture,Banten,Tangerang,KCP Cikini,Region 2,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,75000000,Ruko,2994090000,39.92,3.0,0.2374,0.0271,1.0,Tidak,42138996,65372846,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3992% dari pinjaman,0.515,"Omset tumbuh +23.7% (2024→2025), margin laba 2.7%",0.914,"Saldo rata-rata 15.9x omset bulanan, saldo real-time 24.7x omset bulanan",0.858,Layak,Hijau,KMK,75000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.52, Collateral 1.00, Cashflow 0.91) berada di zona aman.",Layak karena,Diterima
APP202601495,3671015212951495,CV Saputra Sejahtera,Maya Suryadi,Transportasi,Rental Kendaraan,Banten,Tangerang,KCP Cikini,Region 3,RM0026,Agus Santoso,KCP Cikini,Senior RB,150000000,Ruko,8471528000,56.48,3.0,0.0022,0.0666,2.0,Ya,39149720,41968008,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 5648% dari pinjaman,0.479,"Omset stagnan +0.2% (2024→2025), margin laba 6.7%",0.793,"Saldo rata-rata 16.0x omset bulanan, saldo real-time 17.2x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Terlibat kasus fraud dokumen).,Tidak layak karena,Ditolak
APP202601496,3271012504901496,PT Kusuma Sejahtera,Rudi Nugroho,Perdagangan,Toko Alat Tulis,Jawa Barat,Bogor,KCP Tebet,Region 3,RM0002,Krisna Permana,KCP Tebet,Senior RB,1000000000,Ruko,3566580000,3.57,3.0,0.2663,0.1896,0.0,Tidak,11115693,12924297,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 357% dari pinjaman,0.86,"Omset tumbuh +26.6% (2024→2025), margin laba 19.0%",0.228,"Saldo rata-rata 4.4x omset bulanan, saldo real-time 5.1x omset bulanan",0.74,Layak,Hijau,KI,1000000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601497,3175016310771497,CV Panjaitan Makmur,Wulan Kurniawan,Kuliner,Restoran,DKI Jakarta,Jakarta Timur,KCP Tangerang BSD,Region 1,RM0021,Slamet Situmorang,KCP Tangerang BSD,Junior RB,75000000,Ruko,3333306000,44.44,1.02,-0.0368,0.077,0.0,Tidak,14745943,18516545,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 4444% dari pinjaman,0.483,"Omset menurun -3.7% (2024→2025), margin laba 7.7%",0.344,"Saldo rata-rata 6.4x omset bulanan, saldo real-time 8.1x omset bulanan",0.649,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,"Layak bersyarat karena Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601498,3276017006791498,UD Nugroho Jaya,Sri Situmorang,Pertanian,Peternakan Ayam,Jawa Barat,Depok,KCP Cikini,Region 4,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,150000000,Ruko,4343656000,28.96,3.0,0.0605,0.1047,0.0,Tidak,5768163,3942360,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 2896% dari pinjaman,0.616,"Omset tumbuh +6.0% (2024→2025), margin laba 10.5%",0.434,"Saldo rata-rata 10.6x omset bulanan, saldo real-time 7.2x omset bulanan",0.683,Layak Bersyarat,Kuning,KMK,150000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202601499,3171010407811499,PT Rahman Mandiri,Hadi Firmansyah,Transportasi,Rental Kendaraan,DKI Jakarta,Jakarta Pusat,KCP Pluit,Region 3,RM0033,Yudi Rahman,KCP Pluit,Senior RB,300000000,Tanah,6534459000,21.78,3.0,0.1575,0.179,2.0,Tidak,35482245,57100972,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 2178% dari pinjaman,0.794,"Omset tumbuh +15.8% (2024→2025), margin laba 17.9%",0.546,"Saldo rata-rata 13.8x omset bulanan, saldo real-time 22.2x omset bulanan, overdraft 3x dalam 6 bulan",0.796,Layak,Hijau,KI,300000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.79, Collateral 1.00, Cashflow 0.55) berada di zona aman.",Layak karena,Diterima
APP202601500,3275010307781500,PT Kusuma Mandiri,Fajar Pratama,Transportasi,Ekspedisi Kecil,Jawa Barat,Bekasi,KCP Tangerang BSD,Region 3,RM0023,Anton Saputra,KCP Tangerang BSD,Junior RB,500000000,Tanah,516789000,1.03,3.0,-0.017,0.1248,1.0,Tidak,7667807,3359581,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.687,LTV agunan 103% dari pinjaman,0.623,"Omset stagnan -1.7% (2024→2025), margin laba 12.5%",0.168,"Saldo rata-rata 4.7x omset bulanan, saldo real-time 2.1x omset bulanan",0.74,Layak,Hijau,KI,361752300,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601501,3671014705661501,CV Setiawan Mandiri,Fitri Saputra,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Kelapa Gading,Region 2,RM0006,Budi Suryadi,KCP Kelapa Gading,Senior RB,50000000,Tanah,907410000,18.15,3.0,0.2295,0.1134,3.0,Tidak,16069207,27768363,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,1.0,LTV agunan 1815% dari pinjaman,0.74,"Omset tumbuh +22.9% (2024→2025), margin laba 11.3%",0.439,"Saldo rata-rata 6.9x omset bulanan, saldo real-time 11.9x omset bulanan",0.666,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601502,3271014701721502,PT Saputra Makmur,Rina Rahman,Pertanian,Peternakan Ayam,Jawa Barat,Bogor,KCP Tangerang BSD,Region 2,RM0021,Slamet Situmorang,KCP Tangerang BSD,Junior RB,1000000000,Ruko,8418113000,8.42,3.0,-0.1449,0.0992,1.0,Tidak,6470796,3644332,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 842% dari pinjaman,0.478,"Omset menurun -14.5% (2024→2025), margin laba 9.9%",0.256,"Saldo rata-rata 6.7x omset bulanan, saldo real-time 3.8x omset bulanan",0.771,Layak,Hijau,KI,1000000000,36,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202601503,3671014803671503,PT Tanjung Makmur,Anggi Lubis,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Cikini,Region 1,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,75000000,Tanah,2763750000,36.85,3.0,0.1579,0.0701,2.0,Tidak,28261204,39310000,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 3685% dari pinjaman,0.582,"Omset tumbuh +15.8% (2024→2025), margin laba 7.0%",0.761,"Saldo rata-rata 13.5x omset bulanan, saldo real-time 18.7x omset bulanan",0.76,Layak,Hijau,KMK,75000000,12,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.58, Collateral 1.00, Cashflow 0.76) berada di zona aman.",Layak karena,Diterima
APP202601504,3171015312841504,PT Susanto Sejahtera,Melati Panjaitan,Kuliner,Katering,DKI Jakarta,Jakarta Pusat,KCP Depok Margonda,Region 2,RM0013,Krisna Permana,KCP Depok Margonda,Junior RB,200000000,Tanah,3486344000,17.43,3.0,0.0897,0.0387,4.0,Ya,23611643,37593590,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 1743% dari pinjaman,0.457,"Omset tumbuh +9.0% (2024→2025), margin laba 3.9%",0.638,"Saldo rata-rata 12.9x omset bulanan, saldo real-time 20.6x omset bulanan, memiliki rekening dormant",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Cek/giro kosong berulang).,Tidak layak karena,Ditolak
APP202601505,3174010207771505,PT Suryadi Abadi,Yusuf Suryadi,Perdagangan,Distributor Elektronik,DKI Jakarta,Jakarta Selatan,KCP Bekasi Barat,Region 3,RM0011,Indah Firmansyah,KCP Bekasi Barat,Senior RB,75000000,Ruko,1366572000,18.22,3.0,0.1074,0.1175,1.0,Tidak,14768849,16905875,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1822% dari pinjaman,0.678,"Omset tumbuh +10.7% (2024→2025), margin laba 11.8%",0.587,"Saldo rata-rata 11.5x omset bulanan, saldo real-time 13.1x omset bulanan",0.87,Layak,Hijau,KMK,75000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.68, Collateral 1.00, Cashflow 0.59) berada di zona aman.",Layak karena,Diterima
APP202601506,3275011908661506,CV Siregar Abadi,Krisna Halim,Manufaktur,Furniture,Jawa Barat,Bekasi,KCP Tangerang BSD,Region 3,RM0022,Sari Setiawan,KCP Tangerang BSD,Junior RB,50000000,Rumah,1057097000,21.14,0.64,0.4011,0.1369,1.0,Tidak,76482317,37689786,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 2114% dari pinjaman,0.906,"Omset tumbuh +40.1% (2024→2025), margin laba 13.7%",0.372,"Saldo rata-rata 10.1x omset bulanan, saldo real-time 5.0x omset bulanan",0.902,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601507,3174014102841507,UD Hutapea Abadi,Novi Lubis,Kuliner,Restoran,DKI Jakarta,Jakarta Selatan,KCP Tangerang BSD,Region 3,RM0024,Rita Tanjung,KCP Tangerang BSD,Junior RB,100000000,Tanah,2049982000,20.5,3.0,-0.159,0.1909,4.0,Tidak,11726756,12665028,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 2050% dari pinjaman,0.605,"Omset menurun -15.9% (2024→2025), margin laba 19.1%",0.349,"Saldo rata-rata 7.0x omset bulanan, saldo real-time 7.6x omset bulanan",0.54,Perlu Review Ulang,Kuning,KMK,100000000,12,12.0,Perlu review ulang karena skor gabungan (0.54) berada di area abu-abu — disarankan OTS/wawancara lanjutan sebelum keputusan final.,Perlu review ulang karena,Ditolak
APP202601508,3174016011731508,PT Halim Mandiri,Sri Wijaya,Kuliner,Bakery,DKI Jakarta,Jakarta Selatan,KCP Depok Margonda,Region 4,RM0015,Desi Wijaya,KCP Depok Margonda,Junior RB,200000000,Tanah,3107889000,15.54,3.0,0.0485,0.2229,1.0,Tidak,4287156,3907777,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1554% dari pinjaman,0.729,"Omset tumbuh +4.9% (2024→2025), margin laba 22.3%",0.108,"Saldo rata-rata 2.4x omset bulanan, saldo real-time 2.1x omset bulanan",0.827,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601509,3671010403001509,PT Tanjung Mandiri,Taufik Panjaitan,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Pluit,Region 2,RM0034,Iwan Nugroho,KCP Pluit,Junior RB,75000000,Ruko,3213840000,42.85,1.59,0.2129,0.0963,0.0,Tidak,7383674,4599014,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 4285% dari pinjaman,0.685,"Omset tumbuh +21.3% (2024→2025), margin laba 9.6%",0.199,"Saldo rata-rata 5.0x omset bulanan, saldo real-time 3.1x omset bulanan",0.681,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202601510,3173010603751510,PT Permana Abadi,Dedi Pratama,Jasa,Percetakan,DKI Jakarta,Jakarta Barat,KCP Cibubur,Region 4,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,75000000,Tanah,4826946000,64.36,3.0,0.3329,0.2147,1.0,Tidak,9055382,5009010,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 6436% dari pinjaman,0.9,"Omset tumbuh +33.3% (2024→2025), margin laba 21.5%",0.019,"Saldo rata-rata 5.7x omset bulanan, saldo real-time 3.2x omset bulanan, overdraft 2x dalam 6 bulan",0.869,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601511,3173016402841511,CV Simanjuntak Jaya,Fitri Setiawan,Manufaktur,Furniture,DKI Jakarta,Jakarta Barat,KCP Cibubur,Region 4,RM0039,Slamet Hutapea,KCP Cibubur,Senior RB,200000000,Ruko,2222442000,11.11,3.0,0.3219,0.0921,5.0,Ya,9033078,9219917,True,0.0,Kolektibilitas terburuk: Macet di 1 bank — riwayat Macet ditemukan,0.2,LTV agunan 1111% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.739,"Omset tumbuh +32.2% (2024→2025), margin laba 9.2%",0.497,"Saldo rata-rata 10.3x omset bulanan, saldo real-time 10.5x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Laporan pihak ketiga terkait sengketa usaha).,Tidak layak karena,Ditolak
APP202601512,3674010605001512,CV Hidayat Sejahtera,Dimas Pratama,Kuliner,Katering,Jawa Barat,Tangerang Selatan,KCP Bekasi Barat,Region 2,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,200000000,Tanah,2702115000,13.51,3.0,0.5441,0.151,1.0,Tidak,5299718,9028779,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1351% dari pinjaman,1.0,"Omset tumbuh +54.4% (2024→2025), margin laba 15.1%",0.214,"Saldo rata-rata 3.4x omset bulanan, saldo real-time 5.8x omset bulanan",0.905,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601513,3275016111801513,CV Halim Abadi,Ani Setiawan,Perdagangan,Toko Alat Tulis,Jawa Barat,Bekasi,KCP Cikini,Region 4,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,300000000,Ruko,2518005000,8.39,3.0,0.2715,0.086,3.0,Tidak,21520263,10468086,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,1.0,LTV agunan 839% dari pinjaman,0.692,"Omset tumbuh +27.2% (2024→2025), margin laba 8.6%",0.575,"Saldo rata-rata 15.7x omset bulanan, saldo real-time 7.6x omset bulanan",0.68,Layak Bersyarat,Kuning,KI,300000000,36,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
